,AGP,AMS,ARN,ATH,BCN,BRU,CDG,CPH,DUB,DUS,FCO,FRA,HEL,IST,LGW,LHR,LIS,LTN,MAD,MAN,MUC,MXP,ORY,OSL,PMI,STN,TXL,VIE,WAW,ZRH
2016-05-21,6.1499999999999995,17.1,6.094333333333333,8.0,10.917,12.833,22.667,7.185999999999999,11.714285714285714,8.167,10.433,16.8831,4.178,11.50242857142857,24.142714285714284,18.571571428571428,4.683333333333334,11.892857142857142,9.047428571428572,4.333666666666666,10.805666666666665,5.7,20.333,3.167,7.785571428571428,16.72585714285714,5.861,8.833,6.677666666666666,7.928857142857142
2016-05-22,6.1,17.15,6.15,7.925,11.028857142857142,12.737857142857141,22.400299999999998,7.167,11.857142857142856,8.297857142857143,10.433,16.8998,4.039,11.547571428571427,24.345142857142857,18.547714285714285,4.716666666666667,11.928571428571427,8.809285714285714,4.500333333333333,10.667,5.5,19.549699999999998,3.167,7.797428571428571,16.76157142857143,5.783,8.833,6.772333333333332,7.667
2016-05-23,6.049999999999999,17.2,6.1618571428571425,7.85,11.140714285714285,12.642714285714286,22.1336,7.294666666666666,12.0,8.428714285714285,10.433,16.916499999999996,3.9,11.592714285714287,24.547571428571427,18.523857142857143,4.75,11.964285714285714,8.571142857142856,4.667,10.714571428571428,5.539,18.766399999999997,3.167,7.809285714285714,16.797285714285714,5.814,8.833,6.867,8.055666666666665
2016-05-24,6.0,17.25,6.173714285714286,7.7749999999999995,11.252571428571427,12.547571428571427,21.8669,7.422333333333333,12.055666666666667,8.559571428571427,10.433,16.9332,3.8428571428571425,11.637857142857142,24.75,18.5,4.666714285714285,12.0,8.333,4.714571428571428,10.762142857142857,5.577999999999999,17.9831,3.167,7.821142857142856,16.833,5.845000000000001,9.444333333333333,6.728857142857142,8.444333333333333
2016-05-25,6.0,17.47925,6.1855714285714285,7.699999999999999,11.36442857142857,12.45242857142857,21.6002,7.55,12.111333333333333,8.690428571428571,10.433,16.9499,3.7857142857142856,11.683,24.78333333333333,23.055666666666667,4.583428571428572,14.444333333333333,8.833,4.762142857142857,10.809714285714286,5.617,17.199799999999996,3.167,7.833,16.221999999999998,5.8759999999999994,10.055666666666665,6.590714285714286,8.833
2016-05-26,6.0,17.7085,6.197428571428571,7.625,11.476285714285714,12.357285714285714,21.333499999999997,7.530999999999999,12.167,8.821285714285715,10.433,16.9666,3.728571428571428,11.933,24.816666666666666,27.611333333333334,4.500142857142857,16.888666666666666,9.333,4.809714285714286,10.857285714285714,5.302714285714285,16.416499999999996,3.194666666666666,7.832999999999999,15.610999999999999,5.907,10.667,6.452571428571428,8.833
2016-05-27,6.0,17.93775,6.2092857142857145,7.55,11.588142857142856,12.262142857142855,21.0668,7.5120000000000005,12.166999999999998,8.952142857142857,10.288666666666666,16.9833,3.6714285714285713,12.183,24.85,32.167,4.416857142857142,19.333,9.833,4.857285714285714,10.904857142857143,4.988428571428571,15.633199999999999,3.2223333333333333,7.832999999999999,15.0,5.938,10.595571428571429,6.3144285714285715,8.833
2016-05-28,5.999999999999999,18.167,6.221142857142857,7.475,11.7,12.167,20.8001,7.492999999999999,12.167,9.083,10.144333333333332,17.0,3.614285714285714,12.433,24.871428571428574,32.143142857142855,4.333571428571428,19.499714285714283,9.642571428571427,4.904857142857143,10.952428571428571,4.674142857142857,14.849899999999998,3.2499999999999996,7.833,14.214285714285714,5.968999999999999,10.524142857142857,6.176285714285714,8.833
2016-05-29,6.0,18.333666666666666,6.233,7.3999999999999995,11.660999999999998,10.889,20.5334,7.473999999999998,12.166999999999998,9.111,10.0,17.0,3.557142857142857,12.371142857142855,24.892857142857142,32.119285714285716,4.250285714285714,19.666428571428572,9.452142857142857,4.952428571428571,11.0,4.359857142857143,14.0666,3.2776666666666667,7.832999999999999,13.428571428571429,6.0,10.452714285714286,6.038142857142857,8.833
2016-05-30,6.0,18.500333333333334,5.905333333333333,7.324999999999999,11.622,9.611,20.2667,7.455,12.166999999999998,9.139,10.119,17.0,3.5,12.309285714285714,24.91428571428571,32.09542857142857,4.167,19.833142857142853,9.261714285714286,5.0,11.222333333333333,4.045571428571429,13.283299999999997,3.305333333333333,7.833,12.642857142857142,6.205666666666667,10.381285714285713,5.9,8.833
2016-05-31,6.0,18.667,5.5776666666666666,7.249999999999999,11.583,8.333,20.0,7.435999999999999,12.167,9.167,10.238,17.0,3.4333333333333327,12.247428571428571,24.935714285714283,32.07157142857143,3.8889999999999993,19.99985714285714,9.071285714285715,4.944333333333333,11.444666666666667,3.731285714285714,12.5,3.333,7.833,11.857142857142856,6.411333333333333,10.309857142857142,6.027666666666667,8.833
2016-06-01,6.0,18.611333333333334,5.25,7.174999999999999,11.409285714285714,8.452142857142857,19.65217391304348,7.417,12.166999999999998,9.208499999999999,10.357,17.0,3.3666666666666663,12.185571428571428,24.957142857142856,32.047714285714285,3.6109999999999998,20.166571428571427,8.880857142857142,4.8886666666666665,11.667,3.417,10.999999999999998,3.5235714285714286,7.833,11.071428571428571,6.617,10.238428571428571,6.155333333333333,8.833
2016-06-02,5.999999999999999,18.555666666666667,5.178571428571429,7.1,11.23557142857143,8.571285714285715,19.304347826086957,7.361333333333333,12.167,9.25,10.475999999999999,16.869565217391308,3.3,12.123714285714286,24.978571428571428,32.02385714285714,3.333,20.33328571428571,8.690428571428571,4.833,11.571714285714284,3.444666666666666,9.5,3.714142857142857,7.833,10.285714285714285,6.688428571428571,10.167,6.283,8.833
2016-06-03,6.0,18.5,5.107142857142857,7.0249999999999995,11.061857142857143,8.690428571428571,18.956521739130437,7.305666666666666,11.972333333333331,9.291500000000001,10.594999999999999,16.73913043478261,3.244333333333333,12.061857142857141,25.0,32.0,3.3568571428571428,20.5,8.5,4.583,11.47642857142857,3.472333333333333,8.0,3.9047142857142854,7.832999999999999,9.5,6.759857142857143,7.778,6.230714285714285,8.833
2016-06-04,6.138999999999999,18.625,5.035714285714286,6.949999999999999,10.888142857142856,8.809571428571427,18.608695652173914,7.25,11.777666666666665,9.333,10.714,16.608695652173914,3.1886666666666663,12.0,26.110999999999997,34.97233333333333,3.380714285714286,21.833333333333332,8.5,4.333,11.381142857142857,3.5,8.299999999999999,4.095285714285714,7.833,11.666666666666666,6.831285714285714,5.388999999999999,6.178428571428571,8.833
2016-06-05,6.278,18.75,4.9642857142857135,6.875,10.714428571428572,8.928714285714285,18.26086956521739,7.32142857142857,11.583,10.888666666666666,10.833,16.47826086956522,3.133,12.205666666666666,27.221999999999998,37.94466666666666,3.404571428571429,23.166666666666664,8.5,4.083,11.285857142857143,3.5999999999999996,8.6,4.285857142857143,8.332999999999998,13.833333333333332,6.902714285714286,3.0,6.126142857142857,8.7997
2016-06-06,6.417,18.875,4.892857142857142,6.799999999999999,10.540714285714287,9.047857142857142,17.91304347826087,7.392857142857142,11.475857142857143,12.444333333333333,11.249666666666666,16.347826086956523,2.9122500000000002,12.411333333333333,28.333,40.917,3.4284285714285714,24.5,8.5,3.833,11.19057142857143,3.6999999999999997,8.9,4.476428571428571,8.832999999999998,16.0,6.974142857142858,3.2745294117647057,6.073857142857142,8.766399999999999
2016-06-07,6.178857142857143,19.0,4.821428571428571,6.725,10.367,9.167,17.56521739130435,7.4642857142857135,11.368714285714287,14.0,11.666333333333334,16.217391304347828,2.6915,12.617,28.380714285714284,41.00028571428572,3.4522857142857144,24.674999999999997,8.761857142857142,5.977666666666666,11.095285714285714,3.8,9.2,4.667,9.333,16.05,7.045571428571428,3.5490588235294114,6.021571428571429,8.7331
2016-06-08,5.940714285714285,16.0,4.75,6.6499999999999995,10.433666666666667,9.222333333333331,17.217391304347828,7.535714285714285,11.261571428571429,14.0,12.083,16.086956521739133,2.47075,12.58842857142857,28.42842857142857,41.08357142857143,3.476142857142857,24.849999999999998,9.023714285714284,8.122333333333334,11.0,3.9,9.5,4.278,9.295,16.099999999999998,7.117,3.8235882352941175,5.969285714285713,8.6998
2016-06-09,5.702571428571428,13.0,4.944333333333333,6.575,10.500333333333334,9.277666666666665,16.869565217391305,7.607142857142857,11.154428571428571,14.0,12.285428571428572,15.956521739130435,2.25,12.559857142857144,28.476142857142854,41.16685714285714,3.5,25.025,9.285571428571428,10.267,10.916699999999999,3.999999999999999,9.8,3.8889999999999993,9.257,16.15,6.872333333333333,4.098117647058823,5.917,8.6665
2016-06-10,5.464428571428571,10.0,5.1386666666666665,6.5,10.567,9.333,16.52173913043478,7.678571428571428,11.047285714285714,14.0,12.487857142857141,15.826086956521742,2.25,12.531285714285715,28.523857142857143,41.250142857142855,3.8056666666666663,25.199999999999996,9.54742857142857,10.289,10.8334,4.1,10.099999999999998,3.5,9.219,16.2,6.627666666666666,4.37264705882353,5.611333333333333,8.633199999999999
2016-06-11,5.226285714285714,10.166666666666666,5.333,6.8,10.486,9.332999999999998,16.173913043478265,7.75,10.940142857142858,14.0,12.690285714285714,15.695652173913045,2.25,12.502714285714285,28.57157142857143,41.33342857142857,4.111333333333333,25.375,9.809285714285714,10.311,10.7501,4.2,10.399999999999999,3.5,9.181,16.25,6.383,4.647176470588235,5.305666666666666,8.5999
2016-06-12,4.988142857142857,10.333333333333332,5.285428571428572,7.1,10.405000000000001,9.332999999999998,15.826086956521742,7.666666666666666,10.833,14.0,12.892714285714284,15.565217391304351,2.25,12.474142857142859,28.619285714285713,41.416714285714285,4.417,25.549999999999997,10.071142857142856,10.333,10.666799999999999,4.3,10.7,3.5,9.143,16.299999999999997,6.302142857142856,4.92170588235294,5.0,8.5666
2016-06-13,4.75,10.5,5.237857142857143,7.4,10.324,9.333,15.478260869565219,7.583333333333333,10.610999999999999,14.0,13.095142857142857,15.434782608695656,2.25,12.445571428571428,28.667,41.5,4.619285714285714,25.724999999999994,10.333,10.3164,10.583499999999997,4.3999999999999995,10.999999999999998,3.5,9.105,16.349999999999998,6.221285714285714,5.196235294117647,4.785714285714286,8.533299999999999
2016-06-14,4.666666666666666,10.428571428571429,5.190285714285714,7.699999999999999,10.242999999999999,9.333,15.130434782608695,7.5,10.389,14.0,13.297571428571429,15.304347826086959,2.25,12.417,28.6503,41.599999999999994,4.821571428571429,25.9,10.5497,10.2998,10.5002,4.5,11.299999999999999,3.5,9.067,16.4,6.140428571428571,5.4707647058823525,4.571428571428571,8.5
2016-06-15,4.583333333333333,10.357142857142858,5.142714285714286,7.999999999999998,10.162,9.332999999999998,14.782608695652176,7.523857142857143,10.167,14.153846153846152,13.5,15.173913043478262,2.25,12.038999999999998,28.633599999999998,41.699999999999996,5.023857142857143,26.074999999999996,10.766399999999999,10.283199999999999,10.416899999999998,4.7142857142857135,11.6,3.5556666666666663,9.267,16.45,6.059571428571428,5.745294117647059,4.357142857142857,8.428571428571429
2016-06-16,4.5,10.285714285714285,5.095142857142857,8.3,10.081,9.333,14.434782608695654,7.547714285714286,10.167,14.307692307692307,13.733333333333333,15.043478260869566,2.25,11.660999999999998,28.6169,41.8,5.226142857142857,26.249999999999996,10.9831,10.2666,10.333599999999999,4.928571428571429,11.899999999999999,3.611333333333333,9.466999999999999,16.499999999999996,5.978714285714286,6.019823529411765,4.142857142857142,8.357142857142858
2016-06-17,4.742857142857142,10.214285714285714,5.047571428571429,8.6,10.0,9.333,14.086956521739133,7.571571428571428,10.167,14.46153846153846,13.966666666666665,14.913043478260871,2.25,11.283,28.600199999999997,41.9,5.428428571428571,26.424999999999997,11.1998,10.249999999999998,10.2503,5.142857142857142,12.2,3.667,9.667,16.549999999999997,5.897857142857142,6.29435294117647,3.9285714285714284,8.285714285714285
2016-06-18,4.985714285714286,10.142857142857142,5.0,8.899999999999999,10.083333333333332,9.332999999999998,13.73913043478261,7.59542857142857,10.167,14.615384615384613,14.2,14.782608695652176,2.25,11.190142857142856,28.583499999999997,41.99999999999999,5.630714285714286,26.6,11.4165,10.2334,10.167,5.357142857142857,12.5,3.9446666666666665,9.690714285714286,16.599999999999998,5.817,6.568882352941176,3.7142857142857144,8.214285714285714
2016-06-19,5.228571428571428,10.071428571428571,4.9667,9.2,10.166666666666666,9.332999999999998,13.39130434782609,7.619285714285715,10.167,14.769230769230768,14.073857142857142,14.65217391304348,2.25,11.097285714285714,28.566799999999997,42.099999999999994,5.833,26.774999999999995,11.633199999999999,10.2168,10.444666666666667,5.571428571428571,12.799999999999999,4.222333333333333,9.714428571428572,16.65,5.822333333333333,6.843411764705881,3.5,8.142857142857142
2016-06-20,5.4714285714285715,10.0,4.9334,9.5,10.25,9.333,13.043478260869566,7.643142857142856,10.167,14.923076923076923,13.947714285714286,14.521739130434785,2.389,11.00442857142857,28.5501,42.199999999999996,5.811,26.949999999999996,11.8499,10.200199999999999,10.722333333333333,5.785714285714285,13.1,4.5,9.738142857142858,16.7,5.8276666666666666,7.1179411764705875,2.916666666666666,8.071428571428571
2016-06-21,5.714285714285714,9.5,4.9001,9.5,10.32142857142857,9.213999999999999,12.695652173913045,7.667,10.167,15.076923076923077,13.821571428571428,14.391304347826088,2.5279999999999996,10.911571428571428,28.533399999999997,42.3,5.789,27.125,12.0666,10.1836,11.0,6.0,13.399999999999999,4.5,9.761857142857142,16.75,5.833,7.392470588235294,2.333333333333333,8.0
2016-06-22,5.957142857142857,8.999999999999998,4.8668,9.5,10.392857142857142,9.095,12.347826086956523,6.777999999999999,10.167,15.23076923076923,13.695428571428572,14.260869565217392,2.667,10.818714285714286,28.5167,42.39999999999999,5.767,27.299999999999997,12.283299999999999,10.167,10.214285714285715,5.166666666666666,13.7,4.5,9.785571428571428,16.8,5.928285714285715,7.667,1.75,9.833333333333332
2016-06-23,6.2,8.5,4.833499999999999,9.5,10.464285714285714,8.975999999999999,12.0,5.888999999999999,10.100299999999999,15.384615384615383,13.569285714285714,14.130434782608699,2.667,10.72585714285714,28.5,42.5,5.759857142857142,27.475,12.5,10.35742857142857,9.428571428571429,4.333333333333333,14.0,4.5,9.809285714285714,16.849999999999998,6.023571428571429,7.666999999999999,1.869,11.666666666666666
2016-06-24,6.1499999999999995,8.0,4.800199999999999,9.285714285714285,10.535714285714285,8.857,12.558823529411764,5.0,10.0336,15.538461538461537,13.443142857142856,14.0,2.667,10.633,29.166666666666664,44.33333333333333,5.752714285714286,27.649999999999995,12.777666666666665,10.547857142857143,8.642857142857142,3.5,14.176470588235293,4.5,9.833,16.9,6.118857142857143,7.666999999999999,1.988,13.5
2016-06-25,6.1,7.499999999999999,4.7669,9.071428571428571,10.607142857142858,8.738,13.117647058823529,4.75,9.966899999999999,15.69230769230769,13.317,13.999999999999998,2.667,10.405333333333331,29.833333333333332,46.166666666666664,5.745571428571428,27.825,13.055333333333332,10.738285714285713,7.857142857142858,3.476142857142857,14.352941176470587,4.5,9.716333333333333,16.95,6.214142857142857,7.667,2.107,13.714285714285714
2016-06-26,6.05,6.999999999999999,4.733599999999999,8.857142857142856,10.678571428571427,8.619,13.676470588235295,4.499999999999999,9.9002,15.846153846153845,13.344666666666667,13.999999999999998,2.792,10.177666666666665,30.5,48.0,5.738428571428571,28.0,13.333,10.928714285714285,7.071428571428571,3.4522857142857144,14.529411764705882,4.5,9.599666666666668,17.0,6.309428571428572,7.667,2.226,13.928571428571427
2016-06-27,6.09042857142857,6.5,4.7002999999999995,8.642857142857142,10.75,8.5,14.235294117647058,4.25,9.833499999999997,16.0,13.372333333333334,14.0,2.917,9.95,30.357142857142858,47.99999999999999,5.731285714285714,25.799999999999997,13.321142857142856,11.119142857142858,6.285714285714286,3.4284285714285714,14.705882352941176,4.5,9.483,17.285714285714285,6.404714285714285,7.667,2.345,14.142857142857142
2016-06-28,6.130857142857143,6.0,4.667,8.428571428571429,10.783333333333331,8.149999999999999,14.794117647058824,4.0,9.7668,16.0,13.4,13.899999999999999,3.042,9.980999999999998,30.214285714285715,48.0,5.724142857142857,23.599999999999998,13.309285714285714,11.309571428571427,5.5,3.404571428571429,14.882352941176471,4.5,9.556857142857144,17.57142857142857,6.5,7.667,2.464,14.357142857142858
2016-06-29,6.171285714285714,5.5,4.641307692307692,8.214285714285714,10.816666666666666,7.8,15.35294117647059,3.749999999999999,9.700099999999999,16.0,13.414285714285715,13.799999999999999,3.167,10.012,30.07142857142857,48.0,5.717,21.4,13.29742857142857,11.5,7.722333333333333,3.380714285714286,15.058823529411764,4.5,9.630714285714287,17.857142857142854,6.5,7.667,2.583,14.571428571428573
2016-06-30,6.211714285714285,5.0,4.615615384615384,8.0,10.85,7.449999999999999,15.911764705882351,3.5,9.6334,16.0,13.428571428571427,13.7,3.167,10.043,29.92857142857143,48.0,5.700333333333333,19.2,13.285571428571428,11.333333333333332,9.944666666666667,3.3568571428571428,15.23529411764706,4.5,9.704571428571429,18.142857142857142,6.5,7.667,2.7053333333333334,14.785714285714285
2016-07-01,6.252142857142857,4.5,4.5899230769230766,8.0,11.178571428571427,7.1,16.470588235294116,3.25,9.566699999999999,16.0,13.442857142857143,13.6,3.167,10.073999999999998,29.785714285714285,48.0,5.6836666666666655,16.999999999999996,13.273714285714286,11.166666666666666,12.167,3.333,15.411764705882353,4.5,9.77842857142857,18.428571428571427,6.5,7.667,2.8276666666666666,15.0
2016-07-02,6.292571428571428,3.9999999999999996,4.564230769230769,8.0,11.507142857142856,6.749999999999998,17.029411764705884,2.9999999999999996,9.5,16.0,13.457142857142856,13.499999999999998,3.167,10.105,29.642857142857142,47.99999999999999,5.667,14.799999999999999,13.261857142857142,11.0,12.059857142857142,3.408,15.588235294117647,4.5,9.852285714285715,18.71428571428571,6.261857142857142,7.667,2.95,15.055666666666667
2016-07-03,6.333,3.5,4.538538461538461,8.0,11.835714285714285,6.4,17.58823529411765,2.75,9.358490566037736,16.0,13.471428571428572,13.399999999999999,3.167,10.136,29.5,48.0,5.624142857142856,12.6,13.25,11.0,11.952714285714286,3.4829999999999997,15.764705882352942,4.5,9.926142857142857,19.0,6.023714285714286,7.666999999999999,2.9499999999999997,15.111333333333333
2016-07-04,6.188666666666666,5.285714285714286,4.512846153846153,8.095285714285714,12.164285714285715,6.05,18.147058823529413,2.5,9.216981132075473,16.0,13.485714285714286,13.3,3.167,10.167,25.999999999999996,38.5,5.581285714285714,10.399999999999999,13.433333333333332,11.0,11.845571428571429,3.558,15.941176470588236,4.5,10.0,17.666666666666664,5.785571428571428,7.666999999999999,2.95,15.167
2016-07-05,6.044333333333333,7.071428571428571,4.487153846153847,8.190571428571428,12.492857142857144,5.699999999999999,18.705882352941178,2.142857142857143,9.075471698113207,12.666666666666666,13.5,13.2,3.167,10.005666666666666,22.5,29.0,5.538428571428571,8.2,13.616666666666665,11.0,11.738428571428571,3.633,16.11764705882353,3.6666666666666665,9.777666666666665,16.333333333333332,5.547428571428571,7.667,2.95,15.200299999999999
2016-07-06,5.9,8.857142857142858,4.461461538461538,8.285857142857143,12.82142857142857,5.35,19.264705882352942,1.7857142857142858,8.933962264150944,9.333333333333332,13.066666666666666,13.1,3.146,9.844333333333333,19.0,19.5,5.495571428571428,6.0,13.8,11.0,11.631285714285713,3.7079999999999993,16.294117647058822,2.833333333333333,9.555333333333333,15.0,5.309285714285714,7.809857142857142,2.95,15.2336
2016-07-07,5.978571428571429,10.642857142857142,4.435769230769231,8.381142857142857,13.15,5.0,19.823529411764703,1.4285714285714284,8.79245283018868,6.0,12.633333333333333,13.0,3.125,9.683,19.0,19.499999999999996,5.452714285714285,6.3999999999999995,13.933285714285715,11.076923076923077,11.524142857142856,3.7830000000000004,16.470588235294116,2.0,9.333,15.07142857142857,5.071142857142857,7.952714285714285,2.95,15.2669
2016-07-08,6.057142857142857,12.428571428571429,4.4100769230769234,8.47642857142857,13.016666666666666,9.0,20.382352941176467,1.0714285714285714,8.650943396226417,5.999999999999999,12.2,12.928571428571427,3.104,9.71642857142857,19.0,19.5,5.409857142857142,6.8,14.066571428571429,11.153846153846153,11.417,3.8579999999999997,16.647058823529413,1.8846153846153846,9.380714285714285,15.142857142857142,4.833,8.095571428571429,2.9499999999999997,15.300199999999998
2016-07-09,6.135714285714286,14.214285714285714,4.384384615384615,8.571714285714284,12.883333333333333,12.999999999999998,20.941176470588236,0.7142857142857142,8.50943396226415,6.0,11.985714285714284,12.857142857142858,3.083,9.749857142857143,19.0,19.5,5.367,7.199999999999999,14.199857142857143,11.23076923076923,11.494666666666665,3.933,16.823529411764707,1.769230769230769,9.428428571428572,15.214285714285714,4.653538461538462,8.238428571428571,2.95,15.333499999999997
2016-07-10,6.2142857142857135,16.0,4.358692307692308,8.667,12.75,17.0,21.5,0.3571428571428571,8.367924528301888,6.0,11.77142857142857,12.785714285714285,2.883,9.783285714285714,19.0,19.5,5.283666666666667,7.6,14.333142857142857,11.307692307692307,11.572333333333333,4.008,17.0,1.6538461538461537,9.476142857142857,15.285714285714285,4.4740769230769235,8.381285714285713,3.0276666666666667,15.366799999999998
2016-07-11,6.292857142857144,16.214285714285715,4.333,8.6503,12.814285714285715,17.0,21.46153846153846,0.0,8.226415094339623,6.0,11.557142857142857,12.714285714285714,2.683,9.816714285714285,19.0,19.5,5.200333333333333,7.999999999999998,14.466428571428573,11.384615384615383,11.65,4.083,16.666666666666664,1.5384615384615383,9.523857142857143,15.357142857142858,4.294615384615384,8.524142857142856,3.1053333333333333,15.400099999999998
2016-07-12,6.371428571428571,16.42857142857143,4.309285714285714,8.6336,12.878571428571428,17.0,21.42307692307692,0.16666666666666666,8.084905660377359,6.0,11.342857142857142,12.642857142857142,2.483,9.850142857142856,19.0,19.499999999999996,5.117,8.4,14.599714285714285,11.46153846153846,11.747571428571428,3.9996666666666667,16.333333333333332,1.423076923076923,9.571571428571428,15.428571428571427,4.115153846153846,8.667,3.183,15.433399999999999
2016-07-13,6.45,16.642857142857142,4.285571428571428,8.6169,12.942857142857143,17.0,21.384615384615383,0.3333333333333333,7.9433962264150955,5.999999999999999,11.128571428571428,12.571428571428571,2.5187142857142857,9.883571428571427,19.0,19.5,5.093142857142857,8.8,14.733,11.538461538461538,11.845142857142857,3.916333333333333,16.0,1.3076923076923077,9.619285714285713,15.5,3.9356923076923076,8.522333333333332,3.204428571428571,15.4667
2016-07-14,6.533333333333333,16.857142857142858,4.261857142857142,8.6002,13.007142857142856,17.0,21.346153846153847,0.5,7.80188679245283,6.0,10.914285714285713,12.5,2.5544285714285713,9.917,19.444333333333333,21.166666666666664,5.069285714285715,9.2,14.488666666666665,11.615384615384613,11.942714285714285,3.833,15.499999999999998,1.1923076923076923,9.667,15.666666666666664,3.7562307692307693,8.377666666666666,3.225857142857143,15.5
2016-07-15,6.616666666666667,17.07142857142857,4.238142857142857,8.583499999999997,13.071428571428571,16.999999999999996,21.307692307692307,0.7618571428571428,7.660377358490567,5.999999999999999,10.7,12.610999999999999,2.5901428571428573,9.744666666666665,19.888666666666666,22.833333333333332,5.045428571428571,9.6,14.244333333333332,11.69230769230769,12.040285714285714,3.7972857142857146,14.999999999999998,1.0769230769230769,10.417,15.833333333333332,3.576769230769231,8.233,3.247285714285714,15.476142857142856
2016-07-16,6.7,17.285714285714285,4.214428571428572,8.566799999999999,13.135714285714284,17.0,21.269230769230766,1.0237142857142858,7.518867924528302,6.0,10.366666666666665,12.722,2.625857142857143,9.572333333333333,20.333,24.5,5.021571428571429,10.0,14.0,11.769230769230768,12.137857142857143,3.761571428571429,14.5,0.9615384615384615,11.167,16.0,3.397307692307692,8.218714285714286,3.2687142857142857,15.452285714285715
2016-07-17,6.652428571428572,17.5,4.190714285714285,8.550099999999999,13.2,17.0,21.230769230769226,1.2855714285714286,7.3773584905660385,5.999999999999999,10.033333333333331,12.833,2.6615714285714285,9.4,20.654428571428568,24.535714285714285,4.997714285714286,10.047571428571429,13.881,11.846153846153845,12.23542857142857,3.725857142857143,14.0,0.846153846153846,11.917,16.083285714285715,3.217846153846154,8.204428571428572,3.290142857142857,15.428428571428569
2016-07-18,6.604857142857142,17.5,4.167,8.5334,13.177666666666665,17.0,21.19230769230769,1.5474285714285714,7.235849056603774,6.0,9.7,11.571142857142856,2.697285714285714,9.542857142857143,20.97585714285714,24.57142857142857,4.973857142857143,10.095142857142857,13.762,11.923076923076923,12.333,3.6901428571428574,13.499999999999998,0.7307692307692306,11.917,16.16657142857143,3.038384615384615,8.190142857142856,3.3115714285714284,15.404571428571428
2016-07-19,6.5572857142857135,17.5,3.9946666666666664,8.5167,13.155333333333331,17.0,21.153846153846153,1.8092857142857144,7.0943396226415105,5.999999999999999,9.77142857142857,10.309285714285714,2.733,9.685714285714287,21.297285714285714,24.607142857142854,4.95,10.142714285714284,13.643,12.0,12.194333333333333,3.654428571428572,13.0,0.6153846153846153,11.917,16.24985714285714,2.8589230769230767,8.175857142857142,3.333,15.380714285714287
2016-07-20,6.509714285714285,17.5,3.822333333333333,8.5,13.133,17.0,21.115384615384613,2.071142857142857,6.952830188679245,6.0,9.842857142857142,9.04742857142857,2.6996666666666664,9.82857142857143,21.618714285714283,24.642857142857142,5.0,10.190285714285714,13.524,12.0,12.055666666666667,3.6187142857142858,12.5,0.5,11.917,16.333142857142857,2.6794615384615383,8.161571428571428,3.833,15.356857142857141
2016-07-21,6.462142857142856,17.5,3.65,8.5,13.247285714285713,17.0,21.076923076923073,2.333,6.811320754716981,5.999999999999999,9.914285714285713,7.785571428571428,2.666333333333333,9.971428571428572,21.940142857142853,24.67857142857143,5.049999999999999,10.237857142857143,13.405,12.0,11.917,3.583,11.999999999999998,0.5,11.917,16.41642857142857,2.5,8.147285714285713,4.333,15.333
2016-07-22,6.414571428571429,17.5,3.614285714285714,8.5,13.361571428571427,17.0,21.038461538461537,3.4443333333333332,6.669811320754716,6.0,9.985714285714284,6.523714285714286,2.633,10.114285714285714,22.261571428571425,24.71428571428571,5.1,10.285428571428572,13.286,12.0,11.940714285714286,3.7609999999999997,11.499999999999998,0.5,11.917,16.499714285714283,2.411764705882353,8.133,4.833,14.777666666666665
2016-07-23,6.367,17.5,3.5785714285714283,8.5,13.47585714285714,17.0,21.0,4.555666666666666,6.528301886792453,5.999999999999999,10.057142857142857,5.261857142857142,2.633,10.257142857142858,22.583,24.75,5.285714285714286,10.333,13.167,11.999999999999998,11.96442857142857,3.9389999999999996,11.0,0.5,11.917,16.583,2.323529411764706,8.205333333333332,4.761571428571428,14.222333333333331
2016-07-24,6.366999999999999,17.5,3.5428571428571427,8.702428571428571,13.590142857142855,17.0,20.647058823529413,5.667,6.386792452830188,6.0,10.128571428571428,4.0,2.633,10.4,22.471999999999998,24.5,5.4714285714285715,10.333,13.000333333333332,12.0,11.988142857142858,4.117,11.107823529411766,0.5,11.917,16.583,2.2352941176470584,8.277666666666665,4.690142857142858,13.667
2016-07-25,6.366999999999999,17.5,3.5071428571428567,8.904857142857143,13.70442857142857,17.0,20.294117647058822,5.797857142857142,6.245283018867925,7.0,10.2,4.0,2.633,9.739,22.360999999999997,24.25,5.657142857142857,10.333,12.833666666666666,11.999999999999998,12.011857142857142,4.050285714285714,11.215647058823528,0.6666666666666666,11.500333333333334,16.583,2.1470588235294117,8.35,4.618714285714286,12.286
2016-07-26,6.367,17.5,3.471428571428571,9.107285714285712,13.818714285714286,17.0,19.941176470588236,5.928714285714285,6.10377358490566,8.0,9.933333333333332,4.0,2.6205,9.078,22.25,24.0,5.8428571428571425,10.333,12.667,12.0,12.035571428571428,3.9835714285714285,11.323470588235294,0.8333333333333333,11.083666666666666,16.583,2.058823529411765,8.340428571428571,4.547285714285714,10.905
2016-07-27,6.224142857142857,17.5,3.4357142857142855,9.309714285714286,13.933,17.0,19.588235294117645,6.059571428571428,5.962264150943397,9.0,9.666666666666666,4.0,2.608,8.417,22.249999999999996,23.95242857142857,6.0285714285714285,10.450647058823531,12.619285714285713,11.999999999999998,12.059285714285714,3.9168571428571424,11.431294117647058,1.0,10.667,16.571142857142856,1.9705882352941178,8.330857142857143,4.4758571428571425,9.524
