,AGP,AMS,ARN,ATH,BCN,BRU,CDG,CPH,DUB,DUS,FCO,FRA,HEL,IST,LGW,LHR,LIS,LTN,MAD,MAN,MUC,MXP,ORY,OSL,PMI,STN,TXL,VIE,WAW,ZRH
2017-06-17,2.9544285714285716,15.722333333333331,3.8728823529411764,7.133599999999999,13.552142857142858,14.166571428571428,32.666666666666664,5.7219999999999995,5.0,10.75,11.635714285714286,18.927666666666664,4.05,8.5,23.142857142857142,33.452714285714286,6.95,24.047857142857143,13.731285714285713,7.0,10.457142857142856,8.444333333333333,26.72233333333333,4.169285714285714,9.595571428571429,18.330999999999996,6.404714285714285,10.0,4.217,14.111333333333333
2017-06-18,2.983,15.917,3.7552352941176474,7.241899999999999,13.861714285714285,13.999857142857142,32.5,7.110999999999999,5.833333333333333,10.625,11.657142857142858,18.772333333333332,4.05,8.5,23.25,33.417,6.873857142857143,24.167,14.067,6.79175,10.464285714285714,8.388666666666666,26.667,4.193142857142856,9.631285714285713,18.4,6.309428571428572,10.394333333333332,4.221714285714285,14.055666666666665
2017-06-19,2.955333333333333,15.917,3.6375882352941176,7.350199999999999,14.171285714285712,13.833142857142857,31.40471428571428,8.5,6.666666666666666,10.5,11.678571428571427,18.617,4.05,8.5,23.833333333333332,33.22233333333333,6.797714285714285,23.000333333333334,14.333666666666666,6.5835,10.471428571428572,8.333,25.64785714285714,4.217,9.667,17.072333333333333,6.214142857142857,10.788666666666666,4.226428571428571,14.0
2017-06-20,2.927666666666666,15.917,3.519941176470588,7.458499999999999,14.480857142857143,13.666428571428572,30.309428571428572,8.904714285714286,7.5,10.389,11.7,18.633666666666667,4.05,9.333333333333332,24.416666666666664,33.02766666666666,6.721571428571428,21.833666666666666,14.600333333333333,6.375249999999999,10.478571428571428,8.047285714285714,24.628714285714288,3.866999999999999,10.044666666666666,15.744666666666665,6.118857142857143,11.183,4.231142857142856,14.511857142857142
2017-06-21,2.9,15.917,3.4022941176470582,7.566799999999999,14.79042857142857,13.499714285714285,29.214142857142853,9.30942857142857,7.619,10.277999999999999,11.733333333333333,18.650333333333332,4.01675,10.166666666666666,25.0,32.833,6.645428571428571,20.667,14.867,6.167,10.485714285714286,7.761571428571429,23.609571428571428,3.5169999999999995,10.422333333333334,14.417,6.023571428571429,11.347285714285713,4.235857142857142,15.023714285714284
2017-06-22,3.033285714285714,15.917,3.2846470588235293,7.6751,15.1,13.333,28.118857142857138,9.714142857142857,7.738,10.167,11.766666666666666,18.667,3.9835,11.0,25.083299999999994,33.149699999999996,6.569285714285714,20.6836,14.85742857142857,6.044733333333333,10.492857142857142,7.4758571428571425,22.59042857142857,3.167,10.8,14.428857142857142,5.928285714285715,11.511571428571429,4.240571428571428,15.535571428571426
2017-06-23,3.166571428571429,11.722333333333333,3.167,7.783399999999999,15.127666666666666,12.999666666666666,27.023571428571426,10.118857142857143,7.856999999999999,10.167,11.8,18.5835,3.9502499999999996,10.821428571428571,25.1666,33.46639999999999,6.493142857142857,20.7002,14.847857142857144,5.922466666666667,10.5,7.190142857142857,21.571285714285715,3.111333333333333,10.790428571428572,14.440714285714286,5.833,11.675857142857142,4.245285714285714,16.04742857142857
2017-06-24,3.299857142857143,7.527666666666667,3.111333333333333,7.891699999999999,15.155333333333333,12.666333333333332,25.92828571428571,10.52357142857143,7.975999999999999,10.167,11.571428571428571,18.5,3.917,10.642857142857142,25.2499,33.7831,6.417,20.7168,14.838285714285714,5.800199999999999,10.0,6.904428571428571,20.552142857142854,3.0556666666666663,10.780857142857144,14.452571428571428,5.0553333333333335,11.840142857142856,4.25,16.559285714285714
2017-06-25,3.4331428571428573,3.333,3.0556666666666663,8.0,15.183,12.333,24.833,10.928285714285714,8.095,10.167,11.342857142857142,18.4165,4.155666666666667,10.464285714285714,25.333199999999998,34.0998,6.294666666666666,20.733399999999996,14.828714285714286,5.677933333333333,9.5,6.618714285714285,19.533,3.0,10.771285714285714,14.46442857142857,4.277666666666667,12.004428571428571,4.75,17.071142857142853
2017-06-26,3.5664285714285713,3.5553333333333335,3.0,8.0,15.079799999999999,11.499714285714285,24.76633333333333,11.333,8.214,10.167,11.114285714285714,18.333,4.394333333333333,10.285714285714285,25.416499999999996,34.41649999999999,6.172333333333333,20.749999999999996,14.819142857142857,5.555666666666665,9.0,6.333,19.605333333333334,3.0166,10.761714285714287,14.476285714285716,3.5,12.168714285714284,5.25,17.583
2017-06-27,3.6997142857142857,3.7776666666666667,3.0,8.0,14.9766,10.666428571428572,24.699666666666662,11.001750000000001,8.333,10.167,10.885714285714284,18.194333333333333,4.633,10.107142857142858,25.4998,34.7332,6.05,20.766599999999997,14.809571428571427,5.4334,9.0,6.166333333333332,19.677666666666667,3.0332,10.752142857142857,14.488142857142856,3.5475714285714286,12.333,5.75,17.860999999999997
2017-06-28,3.833,4.0,3.0,8.0,14.8734,9.833142857142857,24.633,10.6705,8.249799999999999,10.167,10.657142857142857,18.055666666666667,4.65,9.928571428571427,25.583099999999998,35.0499,6.1335,20.783199999999997,14.8,5.311133333333333,9.0,5.999666666666666,19.75,3.0498000000000003,10.742571428571429,14.5,3.595142857142857,11.805333333333333,5.738142857142856,18.139
2017-06-29,3.833,4.166666666666666,3.0,8.0,14.770199999999999,8.999857142857142,24.583,10.33925,8.166599999999999,10.167,10.428571428571427,17.917,4.667,9.75,25.666399999999996,35.3666,6.217,20.799799999999998,14.822333333333333,5.188866666666667,9.0,5.833,19.6666,3.0664000000000002,10.733,14.666666666666666,3.642714285714286,11.277666666666665,5.726285714285715,18.417
2017-06-30,3.833,4.333333333333333,3.0,8.0,14.667,8.166571428571428,24.532999999999998,10.008,8.0834,9.396125,10.2,17.889,4.667,9.916666666666666,25.749699999999997,35.683299999999996,6.243999999999999,20.816399999999998,14.844666666666667,5.066599999999999,9.0,6.683,19.583199999999998,3.083,11.005333333333333,14.833333333333332,3.6902857142857144,10.75,5.714428571428571,18.1
2017-07-01,3.833,4.5,3.0,8.08,14.5335,7.333285714285714,24.482999999999997,9.67675,8.0002,8.62525,10.316666666666666,17.860999999999997,4.367,10.083333333333332,25.833,36.0,6.270999999999999,20.833,14.867,4.944333333333333,9.0,7.533,19.499799999999997,3.208,11.277666666666667,15.0,3.737857142857143,10.37,5.702571428571428,17.783
2017-07-02,4.0235,4.666666666666666,3.4165,8.16,14.4,6.5,24.433,9.3455,7.917,7.854375,10.433333333333334,17.833,4.067,10.25,25.832999999999995,35.883399999999995,6.298,20.799799999999998,14.868,4.822066666666666,8.8335,7.508666666666667,19.416399999999996,3.333,11.55,15.583399999999997,3.7854285714285716,9.99,5.690714285714286,17.349666666666668
2017-07-03,4.214,4.833333333333334,3.833,8.24,14.441333333333333,8.277666666666667,24.383,9.01425,7.950333333333333,7.0835,10.55,17.833,3.8085,10.34,25.833,35.766799999999996,5.704000000000001,20.766599999999997,14.869,4.6998,8.667,7.484333333333333,19.333,3.2830000000000004,11.275,16.166800000000002,3.833,9.61,5.678857142857142,16.916333333333334
2017-07-04,4.2712,5.0,4.8053333333333335,8.32,14.482666666666667,10.055333333333333,24.616500000000002,8.683,7.983666666666666,6.312625,11.5585,17.833,3.55,10.43,25.833,35.6502,5.11,20.733399999999996,15.315199999999999,4.577533333333333,9.500333333333334,7.46,18.908,3.233,11.0,16.7502,4.2219999999999995,9.229999999999999,5.667,16.483
2017-07-05,4.3284,5.166666666666666,5.777666666666667,8.4,14.524,11.833,24.85,8.433,8.017,5.54175,12.567,17.7665,3.6109999999999998,10.52,25.832999999999995,35.5336,5.062333333333333,20.7002,15.7614,4.455266666666667,10.333666666666666,6.8774999999999995,18.483,2.533,11.031666666666666,17.3336,4.611,8.85,5.167,16.113
2017-07-06,4.3856,5.333333333333333,6.75,8.52,13.7145,11.6665,24.916666666666664,8.183,7.924142857142856,4.770875,12.751,17.7,3.6719999999999997,10.61,25.833,35.417,5.014666666666666,20.667,16.2076,4.333,11.167,6.295,18.677666666666667,2.533,11.063333333333333,17.917,5.0,8.875,4.667,15.743
2017-07-07,4.4428,5.5,6.9085,8.64,12.905,11.5,24.983333333333334,7.927666666666666,7.831285714285714,4.0,12.934999999999999,17.617,3.733,10.7,24.632999999999996,34.067,4.967,20.067,16.6538,4.0,11.341999999999999,6.2669999999999995,18.87233333333333,2.533,11.095,17.767,5.1,8.9,4.167,15.732
2017-07-08,4.5,6.833333333333333,7.067,8.76,12.921999999999997,11.389,25.05,7.672333333333333,7.738428571428571,3.976142857142857,13.119,17.017000000000003,3.5715000000000003,10.696599999999998,23.432999999999996,32.717,5.308999999999999,19.467,17.1,4.75,11.517,6.238999999999999,19.067,2.633,10.9465,17.617,5.199999999999999,9.077666666666666,3.75,15.721
2017-07-09,4.666666666666666,8.166666666666666,7.0336,8.879999999999999,12.938999999999998,11.277999999999999,24.475,7.417,7.645571428571428,3.9522857142857144,12.9285,16.417,3.41,10.693199999999997,22.232999999999997,31.366999999999997,5.651,18.867,16.7,5.5,11.6402,6.211,18.43842857142857,2.733,10.798,17.467,5.3,9.255333333333333,3.333,15.71
2017-07-10,4.833333333333333,9.5,7.0001999999999995,9.0,12.956,11.167,23.9,7.025,7.552714285714286,3.9284285714285714,12.738,16.167,3.41,10.689799999999998,21.032999999999994,30.017,5.676666666666666,18.267,16.3,5.5,11.763399999999999,6.183,17.809857142857144,2.4996666666666667,10.867333333333333,17.317,5.3999999999999995,9.433,4.049666666666667,15.662
2017-07-11,5.0,9.389,6.966799999999999,9.2,13.525500000000001,11.033599999999998,23.866666666666667,6.633,7.4598571428571425,3.904571428571429,12.916666666666664,15.917,3.36825,10.686399999999999,19.833,28.667,5.702333333333333,17.667,15.9,5.5,11.886599999999998,6.155,17.181285714285714,2.2663333333333333,10.936666666666667,17.167,5.5,9.675,4.766333333333333,15.614
2017-07-12,5.0835,9.277999999999999,6.9334,9.399999999999999,14.095,10.900199999999998,23.833333333333332,6.5569999999999995,7.367,3.880714285714286,13.095333333333333,15.667,3.3265000000000002,10.683,19.9165,29.047857142857143,5.728,17.167,15.0215,5.5,12.009799999999998,6.1370000000000005,16.552714285714284,2.033,11.006,17.25,5.499999999999999,9.917,5.483,15.414333333333332
2017-07-13,5.167,9.167,6.9,9.6,13.904,10.7668,23.8,6.481,7.376999999999999,3.8568571428571428,13.274,15.7085,3.28475,10.759285714285713,20.0,29.428714285714285,6.2795000000000005,16.667,14.143,5.33325,12.133,6.119,15.924142857142858,2.1165000000000003,10.917,17.333,5.5,9.900333333333332,5.2829999999999995,15.214666666666666
2017-07-14,5.234333333333333,9.5835,6.877666666666666,9.799999999999999,13.713000000000001,10.633399999999998,23.116500000000002,6.405,7.386999999999999,3.833,12.7965,15.75,3.243,10.835571428571427,20.4334,29.80957142857143,6.831,16.167,14.192666666666666,5.1665,12.194333333333331,6.101,15.295571428571428,2.2,10.828,16.049799999999998,5.5,9.883666666666667,5.083,15.015
2017-07-15,5.301666666666666,10.0,6.855333333333333,10.0,13.522,10.5,22.433,6.561,7.396999999999999,3.833,12.319,15.7665,3.193,10.911857142857142,20.866799999999998,30.19042857142857,6.7443333333333335,15.666999999999998,14.242333333333331,4.999750000000001,12.255666666666665,6.459,14.667,2.926,10.689999999999998,14.766599999999999,5.499999999999999,9.867,5.083,14.7005
2017-07-16,5.369,11.25,6.833,9.999999999999998,13.4885,10.756599999999999,22.727666666666664,6.717,7.406999999999999,3.833,12.332,15.783,3.205,10.988142857142856,21.3002,30.571285714285715,6.657666666666667,15.167000000000002,14.292,4.833,12.317,6.817,13.86133333333333,2.981,10.552,13.483399999999998,5.5,9.6345,5.083,14.386
2017-07-17,5.7115,12.5,6.641500000000001,10.0,13.455,11.0132,23.022333333333332,6.111333333333333,7.417,3.833,12.345,15.810999999999998,3.217,11.064428571428572,21.7336,30.952142857142857,6.571,14.666999999999998,12.964500000000001,5.333,12.4515,6.931333333333333,13.055666666666665,3.036,10.414,12.200199999999999,6.2085,9.402,5.083,14.413666666666664
2017-07-18,6.054,12.25,6.45,10.0,13.543666666666665,11.2698,23.317,5.5056666666666665,6.644666666666666,4.383,12.358,15.838999999999999,3.2336666666666667,11.140714285714285,22.167,31.333,6.708,14.167,11.637,6.333,12.586,7.0456666666666665,12.25,2.9645,10.276499999999999,10.917,6.917,8.841,4.766500000000001,14.441333333333333
2017-07-19,6.006333333333332,12.0585,6.426333333333333,9.999999999999998,13.632333333333332,11.526399999999999,22.688428571428574,4.9,5.872333333333333,4.933,12.1025,15.867,3.2503333333333333,11.217,21.389,31.277666666666665,6.845,13.611333333333333,11.446333333333333,7.333,12.389333333333333,7.16,12.047571428571429,2.893,10.139,11.222333333333333,6.811333333333332,8.28,4.45,14.469
2017-07-20,5.958666666666666,11.867,6.402666666666667,10.0,13.721,11.783,22.059857142857144,4.845285714285715,5.1,5.483,11.847,15.967,3.267,10.972333333333333,20.610999999999997,31.22233333333333,6.757999999999999,13.055666666666665,11.255666666666666,7.333,12.192666666666668,7.1768,11.845142857142857,2.768,10.106666666666666,11.527666666666667,6.705666666666666,7.719,4.433333333333334,15.075
2017-07-21,5.911,11.742,6.379,10.009599999999999,13.4485,11.808,21.431285714285714,4.790571428571429,5.449999999999999,6.0329999999999995,11.892333333333333,16.067,3.3015,10.727666666666668,19.833,31.167,6.670999999999999,12.5,11.065,7.333,11.996,7.1936,11.642714285714286,2.7915,10.074333333333332,11.833,6.6,8.1535,4.416666666666667,15.681
2017-07-22,5.789999999999999,11.617,6.5335,10.0192,13.176,11.833,20.802714285714288,4.735857142857143,5.8,6.583,11.937666666666667,15.967,3.336,10.483,19.7915,31.2253,6.584,12.666699999999999,11.322,7.332999999999999,12.014,7.2104,11.440285714285714,2.815,10.042,11.690142857142856,6.6,8.588,4.4,15.324399999999999
2017-07-23,5.669,11.411333333333333,6.688,10.028799999999999,13.227999999999998,11.633,20.174142857142858,4.6811428571428575,5.8233999999999995,6.631666666666667,11.983,15.992,3.3594999999999997,10.8725,19.75,31.2836,6.544,12.8334,11.579,7.332999999999999,12.032,7.2272,11.237857142857143,3.0496666666666665,10.096499999999999,11.547285714285715,6.6,8.554666666666666,4.2835,14.9678
2017-07-24,5.6516666666666655,11.205666666666666,6.691999999999999,10.0384,13.28,11.433,19.545571428571428,4.626428571428572,5.8468,6.680333333333333,11.956,16.017,3.383,11.262,19.791625,31.341900000000003,6.504,13.0001,11.717333333333332,7.333,12.204666666666666,7.244,11.035428571428572,3.2843333333333335,10.151,11.404428571428571,6.539,8.521333333333333,4.167,14.611199999999998
2017-07-25,5.634333333333332,11.0,6.696,10.048,13.332,11.233,18.917,4.571714285714286,5.8702,6.728999999999999,11.929,16.042,3.3276666666666666,11.585333333333333,19.83325,31.400199999999998,6.612666666666666,13.166799999999999,11.855666666666666,7.333,12.377333333333333,7.3565000000000005,10.833,3.519,10.036333333333333,11.261571428571429,6.478,8.488,4.550333333333333,14.2546
2017-07-26,5.617,10.975,6.7,10.047999999999998,12.961,11.253,18.861333333333334,4.517,5.893599999999999,6.777666666666667,11.876666666666667,16.067,3.272333333333333,11.908666666666665,19.874875,31.458499999999997,6.721333333333332,13.333499999999997,11.994,7.332999999999999,12.55,7.469,11.055333333333333,3.5724,9.921666666666667,11.118714285714287,6.417,8.4912,4.933666666666666,13.898
2017-07-27,5.6048,10.95,6.675000000000001,10.047999999999998,12.59,11.273,18.805666666666667,4.477,5.917,6.8263333333333325,11.824333333333334,16.128,3.217,12.232,19.9165,31.5168,6.83,13.5002,12.3305,7.333,12.473399999999998,7.563999999999999,11.277666666666665,3.6258,9.807,10.975857142857143,6.5085,8.494399999999999,5.317,13.837666666666665
2017-07-28,5.5926,10.95,6.65,10.048,12.754,11.293,18.75,4.436999999999999,5.878,6.874999999999999,11.772,16.189,3.200333333333333,13.148499999999999,19.958125,31.5751,6.6215,13.6669,12.667,7.333,12.396799999999999,7.658999999999999,11.5,3.6792,9.889,10.833,6.6,8.497599999999998,5.2395,13.777333333333331
2017-07-29,5.5804,10.925999999999998,6.543,10.369,12.918,11.312999999999999,19.3335,4.397,5.8389999999999995,6.923666666666666,11.93,16.25,3.1836666666666664,14.065,19.99975,31.633399999999998,6.413,13.833599999999999,12.604,7.332999999999999,12.3202,7.754,13.75,3.7325999999999997,9.971,11.949666666666666,6.777666666666666,8.5008,5.162,13.717
2017-07-30,5.5682,10.902,6.436,10.69,13.082,11.333,19.917,4.356999999999999,5.8,6.972333333333333,12.088,16.3066,3.167,13.774666666666665,20.041375,31.691699999999997,6.3853333333333335,14.0003,12.540999999999999,7.332999999999999,12.243599999999999,7.474,16.0,3.786,9.865333333333332,13.066333333333333,6.955333333333332,8.504,5.2032,14.276
2017-07-31,5.556,10.798799999999998,6.329,10.751999999999999,12.863,10.8164,20.083666666666666,4.317,6.324999999999999,7.020999999999999,12.068666666666665,16.3632,3.2,13.484333333333332,20.083,31.75,6.357666666666667,14.167,12.478,7.333,12.167,7.194,16.166666666666664,3.7595,9.759666666666666,14.183,7.133,8.399999999999999,5.2444,14.835
2017-08-01,5.6530000000000005,10.695599999999999,6.506,10.814,12.644,10.2998,20.250333333333334,4.372333333333334,6.85,7.069666666666666,12.049333333333333,16.4198,3.233,13.194,20.272999999999996,28.2334,6.33,13.1002,12.728,7.833,12.190999999999999,7.303333333333333,16.333333333333332,3.733,9.654,13.999799999999999,7.1579999999999995,8.296,5.2856000000000005,15.137666666666668
2017-08-02,5.75,10.592399999999998,6.683,10.876,12.604666666666665,9.7832,20.417,4.427666666666666,6.866666666666666,7.118333333333333,12.03,16.476399999999998,3.0415,13.097999999999999,20.463,24.7168,6.625,12.0334,12.978,7.249750000000001,12.215,7.4126666666666665,16.5,3.7750000000000004,9.6085,13.8166,7.183,8.735,5.3267999999999995,15.440333333333333
2017-08-03,5.769333333333333,10.489199999999997,5.988666666666666,10.937999999999999,12.565333333333331,9.266599999999999,19.875,4.483,6.883333333333333,7.167,11.448,16.533,2.85,13.001999999999999,20.653,21.2002,6.92,10.9666,12.951999999999998,6.6665,11.789333333333332,7.522,18.6665,3.817,9.563,13.633399999999998,7.227666666666666,9.174,5.368,15.743
2017-08-04,5.788666666666666,10.386,5.2943333333333324,11.0,12.526,8.75,19.333,4.608,6.9,6.833666666666666,10.866,16.433,3.0666666666666664,12.905999999999999,20.843,17.6836,6.898666666666666,9.899799999999999,12.925999999999998,6.08325,11.363666666666667,8.3255,20.833,4.039,9.963666666666667,13.450199999999999,7.272333333333333,9.613,5.37,15.668
2017-08-05,5.808,10.469,4.6,11.0352,13.112,8.5835,18.110999999999997,4.733,6.8633999999999995,6.500333333333332,10.812,16.333,3.283333333333333,12.809999999999999,21.033,14.167,6.877333333333333,8.833,12.9,5.5,10.938,9.129,21.249666666666663,4.105499999999999,10.364333333333335,13.267,7.317,9.674,5.372,15.593
2017-08-06,6.1485,10.552,4.0584999999999996,11.0704,13.698,8.417,16.889,4.872,6.826799999999999,6.167,10.758,16.083,3.5,12.714,21.233,14.767,6.856,8.733,13.0825,5.333333333333333,10.880500000000001,9.139,21.66633333333333,4.172,10.765,13.166999999999998,7.442,9.735,5.374,15.578666666666667
2017-08-07,6.489,10.552,3.517,11.105599999999999,13.713,8.527999999999999,15.667,5.011,6.7902,6.119285714285714,10.704,16.625,3.25,12.604199999999999,21.433,15.367,6.9190000000000005,8.633,13.265,5.166666666666666,10.823,9.149,22.083,4.1235,10.7195,13.067,7.567,9.779666666666666,5.9239999999999995,15.564333333333334
2017-08-08,6.433999999999999,9.152,3.5269999999999997,11.140799999999999,13.727999999999998,8.639,15.2085,5.15,6.753599999999999,6.071571428571429,10.743500000000001,17.167,3.0,12.494399999999999,21.633000000000003,15.966999999999999,6.982,8.533,13.352333333333334,5.0,10.8342,9.158999999999999,22.52828571428571,4.075,10.674,12.966999999999999,7.645333333333332,9.824333333333332,6.474,15.55
2017-08-09,6.379,7.752,3.537,11.176,13.743,8.75,14.75,5.4,6.717,6.023857142857143,10.783,17.0336,3.083,12.384599999999999,21.833,16.567,7.0603333333333325,8.433,13.439666666666666,5.199999999999999,10.8454,9.168999999999999,22.973571428571425,4.253666666666667,10.766666666666666,12.866999999999999,7.723666666666666,9.869,6.3036666666666665,15.625
2017-08-10,6.324,7.752,3.5469999999999997,10.9666,13.025500000000001,8.75,14.805666666666665,5.65,7.025,5.976142857142857,10.664,16.900199999999998,3.483,12.274799999999999,22.033,17.167,7.138666666666666,8.333,13.527,5.4,10.8566,9.179,23.418857142857142,4.432333333333333,10.859333333333332,12.767,7.802,9.981,6.133333333333333,15.7
2017-08-11,6.1785,7.752,3.5569999999999995,10.7572,12.308,8.75,14.861333333333333,5.861,7.333,5.928428571428571,10.545,16.7668,3.883,12.165,21.933,17.867,7.217,9.266399999999999,13.78,5.6,10.867799999999999,9.181000000000001,23.864142857142852,4.611,10.952,12.716999999999999,7.726799999999999,10.093,5.963,15.679333333333332
2017-08-12,6.033,7.752,3.567,10.547799999999999,12.309666666666665,9.261,14.917,6.071999999999999,6.933,5.880714285714286,10.426,16.633399999999998,3.8165,11.875499999999999,21.833,18.567,6.8505,10.1998,14.033,5.8,10.879,9.183,24.30942857142857,4.5665,11.0375,12.667,7.651599999999999,10.099,6.0285,15.658666666666665
2017-08-13,5.933,9.7095,3.594666666666667,10.3384,12.311333333333332,9.771999999999998,21.342,6.283,6.5329999999999995,5.833,10.6415,16.5,3.75,11.586,22.16633333333333,19.267,6.484,11.133199999999999,13.976333333333333,6.0,11.165333333333333,9.185,24.754714285714282,4.522,11.123,13.333666666666666,7.5764,10.105,6.094,15.638
2017-08-14,5.833,11.667,3.622333333333333,10.129,12.313,10.283,27.767,6.508,6.133,5.667,10.857,16.5835,3.75,11.628666666666668,22.499666666666663,19.967,6.635,12.066599999999998,13.919666666666664,8.0,11.451666666666666,8.9435,25.2,4.022,11.500333333333334,14.000333333333332,7.501199999999999,10.111,6.012333333333333,15.02
2017-08-15,5.733,11.649999999999999,3.65,10.1404,11.8615,9.959799999999998,26.761333333333333,6.733,5.733,6.0835,10.924333333333333,16.667,3.6071428571428568,11.671333333333333,22.833,20.667,6.786,13.0,13.863,10.0,11.738,8.702,25.188999999999997,3.8685,11.877666666666666,14.667,7.426,9.988,5.930666666666667,14.402
2017-08-16,5.48,11.633,4.3,10.1518,11.41,9.6366,25.755666666666666,6.749666666666666,5.333,6.5,10.991666666666665,16.7,3.4642857142857144,11.714,22.583,21.0835,6.937,13.0,13.977,9.0,11.997499999999999,8.661666666666665,25.177999999999997,3.715,12.255,15.917000000000002,7.711,9.865,5.849,14.360333333333333
2017-08-17,5.227,11.5,4.95,10.1632,11.277,9.313399999999998,24.75,6.766333333333334,5.999666666666666,6.1665,11.059,15.725,3.321428571428571,11.429,22.333,21.5,7.173500000000001,13.0,14.091,8.9165,12.257,8.621333333333332,25.167,3.729,12.403,17.167,7.996,9.985333333333333,5.991,14.318666666666665
2017-08-18,5.257333333333333,11.25,5.127666666666666,10.1746,11.143999999999998,8.990199999999998,24.6665,6.783,6.666333333333333,5.833,11.724,14.75,3.1785714285714284,11.144,21.55533333333333,21.055666666666667,7.41,13.194333333333333,14.245666666666665,8.833,12.465,8.581,25.417,3.743,12.551,17.417,8.261666666666667,10.105666666666668,6.133,14.277
2017-08-19,5.2876666666666665,11.0,5.3053333333333335,10.186,11.011,8.667,24.583,6.833,7.333,6.833,12.389,14.0835,3.0357142857142856,11.094999999999999,20.777666666666665,20.611333333333334,7.409999999999999,13.388666666666666,14.400333333333332,9.083,12.673,8.483,25.667,4.102,12.104666666666667,17.667,8.527333333333333,10.226,6.199,13.453
2017-08-20,5.318,11.725,5.483,10.1212,10.888,9.8335,25.561,6.883,6.6665,7.833,12.386,13.417,2.892857142857143,11.046,20.0,20.167,7.409999999999999,13.583,14.555,9.333,12.881,8.385,26.289,4.1675,11.658333333333331,17.917,8.793,9.933,6.265,12.629
2017-08-21,5.356,12.45,5.383,10.0564,10.765,11.0,26.538999999999998,7.013999999999999,6.0,8.833,12.383,13.333,2.75,10.997,20.0,21.8836,7.41,14.203,14.364,9.332999999999998,12.951,8.418666666666667,26.911,4.233,11.212,18.2636,8.7266,9.64,6.331,12.652333333333331
2017-08-22,5.394,12.417,5.283,9.9916,10.623000000000001,10.472333333333333,27.517,7.145,5.888999999999999,9.083,12.38,14.941500000000001,2.75,10.7935,20.0,23.6002,7.3555,14.822999999999999,14.173,9.332999999999998,13.021,8.452333333333334,27.533,4.233,11.096499999999999,18.6102,8.6602,9.948,6.579000000000001,12.675666666666665
2017-08-23,5.385,12.933499999999999,5.3298,9.9268,10.481,9.944666666666667,27.792,7.276,5.778,9.333,12.301,16.55,2.75,10.59,20.666666666666664,25.3168,7.301,15.443,14.169999999999998,9.333,12.855,8.486,27.858,4.233,10.981,18.9568,8.5938,10.256,6.827,12.699
2017-08-24,5.3759999999999994,13.45,5.3766,9.862,10.339,9.417,28.067,7.1945,5.667,9.332999999999998,12.222,16.7335,2.75,10.248333333333333,21.333333333333332,27.033399999999997,7.266666666666666,16.063,14.166999999999998,9.332999999999998,12.689,8.661000000000001,28.183,3.917,10.937333333333331,19.303399999999996,8.5274,10.564,6.8263333333333325,13.083
2017-08-25,5.367,12.8915,5.4234,9.723799999999999,10.342,10.017,28.328,7.113,5.0835,9.332999999999998,12.335333333333333,16.917,2.5335,9.906666666666666,22.0,28.75,7.232333333333333,16.683,14.164,9.332999999999998,12.523,8.836,28.310999999999996,3.7135,10.893666666666665,19.65,8.461,10.286,6.825666666666667,13.467
2017-08-26,5.3614999999999995,12.333,5.4702,9.5856,10.345,10.617,28.589,7.2242,4.5,9.333,12.448666666666666,16.95,2.317,9.565,22.8335,28.866500000000002,7.198,16.325,14.0375,9.333,12.6135,8.748666666666665,28.438999999999997,3.51,10.85,18.316499999999998,8.427,10.008,6.825,13.454333333333333
2017-08-27,5.356,12.533,5.517,9.447399999999998,10.182333333333332,10.967,28.85,7.3354,4.5,9.444333333333333,12.562,17.2335,2.442,8.6745,23.667,28.983,7.378,15.967,13.911,9.333,12.704,8.661333333333332,28.567,3.4613999999999994,10.745999999999999,16.983,8.393,10.245666666666665,7.1434999999999995,13.441666666666666
2017-08-28,5.397666666666666,11.834499999999998,5.705666666666667,9.309199999999999,10.019666666666666,11.317,27.933500000000002,7.4466,4.5,9.555666666666667,12.4165,17.517,2.567,7.784,23.22233333333333,28.84433333333333,7.558,16.072333333333333,13.930333333333332,9.333,12.780333333333333,8.574,27.517,3.4128,10.642,16.488666666666667,8.165333333333333,10.483333333333333,7.462,13.429
2017-08-29,5.439333333333333,11.136,5.894333333333334,9.171,9.857,11.667,27.017,7.557799999999999,4.5,9.667,12.271,17.509857142857143,2.567,8.092333333333332,22.777666666666665,28.705666666666666,7.551333333333332,16.177666666666667,13.949666666666666,9.333,12.856666666666666,9.2,26.467,3.3641999999999994,10.958333333333332,15.994333333333332,7.937666666666667,10.721,7.413666666666666,13.2865
2017-08-30,5.481,11.064499999999999,6.083,9.078999999999999,9.857,11.183499999999999,26.964666666666666,7.669,4.625,9.716999999999999,12.296666666666667,17.502714285714283,2.571,8.400666666666666,22.333,28.567,7.544666666666666,16.283,13.969,9.333,12.933,9.826,26.321666666666665,3.3156,11.274666666666665,15.5,7.71,11.2415,7.365333333333333,13.144
2017-08-31,5.1739999999999995,10.993,6.057,8.986999999999998,9.857,10.7,26.912333333333333,7.6251999999999995,4.75,9.767,12.322333333333333,17.495571428571427,2.575,8.709,22.083,29.075,7.538,16.5665,13.238499999999998,9.583,12.9765,9.782333333333334,26.176333333333332,3.267,11.591,16.058500000000002,7.5885,11.762,7.317,13.009666666666666
